"leaid","enr_tot_d","region_d","nschools_elig","epp_d_imp","nschools","enr_tot_imp_avg_d","sme_pct_frp_avg_d","strat_d","distance_d_y","lottery_d_start","lottery_d_end"
100006,5652,3,1,9624.58203125,15,557,0.867145419120789,"1",0.151810050010681,38534,38534
100007,13952,3,9,10755.560546875,17,606.222229003906,0.295140147209167,"4",0.207987368106842,34744,34752
100008,11290,3,7,9340.2294921875,11,695.142883300781,0.201160043478012,"4",0.199962705373764,38785,38791
100013,4693,3,3,9857.2373046875,5,670.666687011719,0.088957279920578,"4",0.215106651186943,29003,29005
100060,1794,3,1,8891.62890625,3,1026,0.622807025909424,"5",0.103280089795589,4904,4904
100090,1947,3,3,11343.1611328125,7,341.333343505859,0.883947193622589,"1",0.146235346794128,21087,21089
100120,4284,3,1,8274.65234375,9,585,0.194871798157692,"4",0.201075822114944,23611,23611
100180,1526,3,1,9405.337890625,3,602,0.687707662582397,"3",0.120375044643879,28768,28768
100188,1154,3,1,9372.1591796875,3,617,0.858995139598846,"1",0.15388797223568,10413,10413
100189,1533,3,1,9146.7890625,2,763,0.357798159122467,"4",0.219474509358406,24151,24151
100194,3306,3,2,10170.38671875,4,764,0.411485821008682,"5",0.109229482710361,2955,2956
100199,298,3,1,9528.369140625,1,298,0.402684569358826,"5",0.10931620746851,15202,15202
100240,9094,3,3,8118.83544921875,15,585.666687011719,0.705588340759277,"3",0.119248881936073,12009,12011
100270,32267,3,20,9068.82421875,45,624,0.473685175180435,"5",0.100303992629051,40526,40545
100330,3618,3,5,10896.5322265625,9,374,0.820981740951538,"3",0.124157123267651,38774,38778
100360,3236,3,1,9253.72265625,9,200,0.605000019073486,"5",0.0966797545552254,41089,41089
100390,23041,3,28,10760.65625,52,521.142883300781,0.824767589569092,"3",0.125994279980659,35439,35466
100420,7651,3,6,8833.18359375,17,584.333312988281,0.609682679176331,"5",0.0970516353845596,19956,19961
100510,3015,3,2,9062.599609375,7,421,0.662363946437836,"3",0.12260589748621,39989,39990
100540,8548,3,4,9397.83984375,19,556,0.610972046852112,"5",0.0962532088160515,19520,19523
100600,3545,3,4,9296.0830078125,11,320.75,0.781754493713379,"3",0.121067203581333,1273,1276
100630,3934,3,4,9419.7958984375,8,583.25,0.628967702388763,"5",0.0990699157118797,17687,17690
100660,7837,3,4,8505.9306640625,14,620.75,0.598627507686615,"5",0.096242181956768,2143,2146
100690,1300,3,2,10529.287109375,4,339.5,0.765880525112152,"3",0.117085658013821,20315,20316
100750,1868,3,2,8900.826171875,4,519.5,0.677093744277954,"3",0.12168887257576,19066,19067
100780,2512,3,2,8860.75,9,231,0.642857134342194,"3",0.126950651407242,24663,24664
100810,2388,3,3,9387.3369140625,4,648.333312988281,0.564261376857758,"5",0.0905185118317604,38052,38054
100840,2668,3,5,11507.4453125,8,316.200012207031,0.677272915840149,"3",0.11908196657896,2299,2303
100870,1941,3,5,10417.6533203125,8,285,0.700001418590546,"3",0.116319574415684,34952,34956
100900,857,3,1,10218.3671875,4,477,0.675052404403687,"3",0.119924306869507,42655,42655
100930,3082,3,5,9208.2666015625,9,384.399993896484,0.589476346969604,"5",0.0926704853773117,35799,35803
100960,2248,3,3,8977.322265625,4,749.333312988281,0.639023065567017,"5",0.102718204259872,10430,10432
101020,9468,3,8,9496.04296875,28,396.875,0.614748775959015,"5",0.0957997366786003,40517,40524
101050,3189,3,3,8848.8037109375,8,484.333343505859,0.55975204706192,"5",0.0888972729444504,35204,35206
101080,1087,3,1,9682.5703125,2,627,0.746411502361298,"3",0.117195338010788,19455,19455
101110,3027,3,4,11135.453125,12,256,0.724250197410584,"3",0.112513884902,39701,39704
101140,8835,3,10,9457.275390625,16,684.900024414063,0.680043935775757,"3",0.122236326336861,38025,38034
101170,8699,3,10,10150.92578125,22,365.100006103516,0.718542635440826,"3",0.113198205828667,2626,2635
101230,8967,3,11,9155.2158203125,19,425.909088134766,0.717349052429199,"3",0.114685475826263,18047,18057
101260,622,3,1,11344.208984375,3,331,0.679758310317993,"3",0.11837662011385,9499,9499
101290,11433,3,1,8263.466796875,15,932,0.298283249139786,"4",0.213758900761604,16498,16498
101320,6723,3,1,8726.318359375,10,749,0.471295058727264,"5",0.102321855723858,29742,29742
101350,4234,3,3,10063.205078125,12,303,0.596350610256195,"5",0.0934103354811668,34360,34362
101380,8486,3,10,8433.4775390625,24,375.299987792969,0.564838111400604,"5",0.0902006402611732,21172,21181
101410,5427,3,1,6715.87744140625,6,2798,0.498570412397385,"5",0.121445767581463,29830,29830
101440,1549,3,3,10253.4482421875,6,275.666656494141,0.810561180114746,"3",0.124449595808983,13154,13156
101470,2302,3,2,9139.3681640625,6,374.5,0.602558732032776,"5",0.0947238579392433,4085,4086
101590,3674,3,6,9353.2021484375,9,479.666656494141,0.679369270801544,"3",0.120404869318008,28542,28547
101620,5194,3,8,9729.7822265625,15,331.625,0.711703062057495,"3",0.115031845867634,3701,3708
101640,1249,3,1,10021.2763671875,3,577,0.488734841346741,"5",0.0965045168995857,6585,6585
101660,2750,3,3,9075.67578125,10,445.666656494141,0.660251259803772,"3",0.123138710856438,41026,41028
101710,2488,3,2,9255.07421875,7,609.5,0.722067356109619,"3",0.115727603435516,15868,15869
101720,1619,3,1,9345.88671875,4,769,0.63719117641449,"5",0.102197527885437,20917,20917
101740,2466,3,2,8788.2685546875,6,582.5,0.641350984573364,"5",0.101612880825996,23240,23241
101760,4292,3,3,11389.208984375,5,678.333312988281,0.225202023983002,"4",0.199502885341644,6812,6814
101770,6418,3,5,8766.1025390625,12,790.400024414063,0.620578765869141,"5",0.10075618326664,16566,16570
101800,23993,3,26,10732.4150390625,41,572.461547851563,0.562072575092316,"5",0.088358111679554,14869,14894
101830,5337,3,11,9906.7646484375,19,352.909088134766,0.660945773124695,"3",0.121850609779358,12051,12061
101860,1622,3,1,9270.4404296875,2,906,0.533112585544586,"5",0.0943907648324966,16443,16443
101920,36246,3,24,9107.0751953125,59,511,0.609822452068329,"5",0.0959978327155113,2665,2688
101950,2290,3,2,8691.884765625,5,669,0.553314805030823,"5",0.0900223553180695,25746,25747
101980,925,3,1,9932.2802734375,3,590,0.866101682186127,"1",0.151909098029137,4909,4909
102010,8275,3,9,8794.744140625,11,835.333312988281,0.4121253490448,"5",0.111555136740208,41352,41360
102040,4662,3,4,9330.1611328125,15,261,0.706795215606689,"3",0.116935178637505,29730,29733
102070,9514,3,6,9411.99609375,14,695.833312988281,0.564533293247223,"5",0.0910028293728828,23854,23859
102100,10612,3,8,9120.3173828125,17,617.25,0.612178266048431,"5",0.0973827019333839,1758,1765
102130,477,3,1,10931.173828125,3,211,0.810426533222198,"3",0.124239765107632,41732,41732
102160,1328,3,3,12813.66015625,8,203.33332824707,0.955346941947937,"1",0.145658120512962,4776,4778
102190,1872,3,2,11858.6259765625,7,200.5,0.964461028575897,"1",0.145806774497032,19931,19932
102220,19093,3,11,8782.0380859375,29,580.545471191406,0.410709649324417,"5",0.109219908714294,26296,26306
102250,1002,3,3,10917.9384765625,3,334,0.825884103775024,"3",0.125231802463531,11922,11924
102310,3289,3,4,9350.8037109375,12,230.75,0.669328808784485,"3",0.122565105557442,19558,19561
102370,53967,3,49,9379.7236328125,90,522.89794921875,0.762153506278992,"3",0.118775740265846,35565,35613
102400,3355,3,4,9438.6962890625,9,516.5,0.717464029788971,"3",0.115226075053215,5110,5113
102430,28890,3,29,9105.072265625,55,467.965515136719,0.748976171016693,"3",0.116682648658752,25930,25958
102480,7574,3,7,9714.6943359375,19,392.285705566406,0.572150647640228,"5",0.089489720761776,40710,40716
102490,4346,3,4,13303.4765625,6,569,0.00652955891564488,"4",0.228930160403252,36556,36559
102550,1503,3,1,8209.115234375,3,675,0.475555568933487,"5",0.101611644029617,13317,13317
102670,1289,3,2,10101.94140625,2,644.5,0.90938013792038,"1",0.146062657237053,42512,42513
102700,7146,3,5,8916.4892578125,12,550.200012207031,0.812085032463074,"3",0.126755610108376,18061,18065
102730,2524,3,2,9461.0966796875,8,553,0.71975302696228,"3",0.11523711681366,35159,35160
102760,1151,3,1,8628.33984375,3,547,0.612431466579437,"5",0.0973236784338951,6249,6249
102790,2203,3,3,10903.8642578125,7,441.333343505859,0.760562539100647,"3",0.115845166146755,13454,13456
102820,2160,3,3,9616.615234375,8,308.333343505859,0.628964424133301,"5",0.0985686108469963,32484,32486
102880,3447,3,3,9427.1845703125,8,345.666656494141,0.739581048488617,"3",0.114630520343781,15492,15494
102970,3046,3,7,9548.06640625,12,216,0.899125337600708,"1",0.147544205188751,40594,40600
103030,20570,3,8,9725.6298828125,31,511.75,0.440497487783432,"5",0.103107534348965,20480,20487
103062,9464,3,4,8462.5166015625,19,569,0.502667486667633,"5",0.0963627547025681,31184,31187
103090,1348,3,3,11402.1669921875,6,290.666656494141,0.899216771125793,"1",0.14448869228363,41607,41609
103150,1979,3,4,10902.0205078125,7,302.75,0.8080735206604,"3",0.12302028387785,35953,35956
103180,7398,3,5,9254.6962890625,18,613.799987792969,0.636249542236328,"5",0.100620605051517,4843,4847
103210,2868,3,3,9175.8876953125,6,657,0.548397421836853,"5",0.0898290276527405,8577,8579
103300,1158,3,1,10627.0654296875,3,616,0.673701286315918,"3",0.121004499495029,8027,8027
103330,1851,3,1,9365.6640625,4,988,0.662955462932587,"3",0.12782821059227,35839,35839
103360,10538,3,12,11146.8896484375,23,462.333343505859,0.60588675737381,"5",0.0940265655517578,38113,38124
103390,18709,3,16,9170.048828125,35,457.9375,0.568270206451416,"5",0.0894521400332451,30897,30912
103430,7170,3,2,10948.6708984375,8,558,0.066097691655159,"4",0.217396393418312,37955,37956
103450,7499,3,5,9554.0595703125,18,505,0.609144270420074,"5",0.0952877327799797,17023,17027
103480,2661,3,4,9390.4697265625,8,425.75,0.640872418880463,"5",0.0993729680776596,9840,9843
103510,1575,3,3,10722.1279296875,6,280.666656494141,0.892476141452789,"1",0.146393314003944,37788,37790
103580,2375,3,1,9670.95703125,10,319,0.492163002490997,"5",0.0961467027664185,17602,17602
200001,4249,4,21,32652.21484375,28,142.476196289063,0.959128975868225,"1",0.179692611098289,12308,12328
200003,2006,4,10,28349.23046875,10,200.600006103516,0.996192693710327,"1",0.179080545902252,32143,32152
200004,437,4,3,32170.2578125,3,145.66667175293,1,"1",0.184902995824814,36539,36541
200005,328,4,1,27250.705078125,1,328,1,"1",0.176988497376442,4326,4326
200007,235,4,2,36497.90625,4,104,0.0291725099086761,"4",0.153633832931519,15304,15305
200020,1973,4,12,32037.056640625,15,154.58332824707,0.57487541437149,"5",0.232990473508835,10333,10344
200030,107,4,1,34674.796875,3,53,1,"1",0.188930675387383,8985,8985
200050,395,4,2,33556.7265625,8,117.5,0.971698105335236,"1",0.182857722043991,33387,33388
200060,351,4,1,21770.642578125,3,192,0.71875,"3",0.191787227988243,33761,33761
200070,444,4,3,18265.908203125,5,102.666664123535,0.221370279788971,"4",0.105620354413986,23213,23215
200090,514,4,2,15426.9658203125,4,184.5,0.426168084144592,"2",0.281517326831818,29951,29952
200100,818,4,2,16412.85546875,6,225,0.22896035015583,"4",0.103185832500458,36403,36404
200120,467,4,1,22987.341796875,3,238,1,"1",0.172614961862564,13407,13407
200130,5007,4,2,7192.8935546875,4,2366,0.280320376157761,"4",0.122317597270012,33179,33180
200150,2314,4,6,16438.796875,9,233.16667175293,0.449042111635208,"2",0.276509910821915,27135,27140
200180,46115,4,69,14656.205078125,100,379.710144042969,0.44826340675354,"2",0.277358412742615,31890,31958
200210,4745,4,8,16493.611328125,15,294,0.287880122661591,"4",0.111011430621147,21182,21189
200270,260,4,1,21462.40625,3,171,0.584795296192169,"5",0.22115820646286,17599,17599
200300,118,4,1,38198.19921875,2,118,0.838983058929443,"1",0.195520743727684,23132,23132
200330,97,4,1,33342.10546875,2,93,0.892473101615906,"1",0.182120978832245,31360,31360
200360,104,4,1,39687.5,1,104,1,"1",0.194622233510017,7431,7431
200390,8852,4,20,17468.98828125,43,240.399993896484,0.412629574537277,"2",0.280364453792572,29262,29281
200450,116,4,1,30566.9296875,1,116,0.827586233615875,"1",0.187726095318794,38855,38855
200480,2370,4,5,22012.37109375,14,233.199996948242,0.39900729060173,"2",0.285803437232971,22732,22736
200485,358,4,2,46661.0625,14,73.5,0.628968238830566,"5",0.259626030921936,33074,33075
200510,18828,4,25,15054.052734375,47,387.519989013672,0.409483909606934,"2",0.282327771186829,36056,36080
200520,325,4,1,28847.75,8,142,0.0211267601698637,"4",0.144936263561249,30939,30939
200525,302,4,1,27082.5390625,3,162,0.909090936183929,"1",0.17131008207798,10477,10477
200540,1312,4,2,10265.5263671875,2,656,0.408938467502594,"6",0.266628175973892,29136,29137
200570,700,4,1,24834.794921875,5,374,1,"1",0.173538133502007,22657,22657
200600,13275,4,21,17149.689453125,36,352.714294433594,0.336273699998856,"2",0.29054206609726,29321,29341
200610,2195,4,8,34541.51171875,11,206.125,0.480369657278061,"2",0.295639455318451,8830,8837
200625,2087,4,9,33830.59765625,13,181.555557250977,0.981393158435822,"1",0.183939710259438,37854,37862
200660,465,4,1,19522.10546875,3,228,0.526315808296204,"2",0.283399224281311,9854,9854
200670,80,4,1,37515.15234375,3,72,0.0416666679084301,"4",0.153428345918655,7430,7430
200680,199,4,1,25381.39453125,1,199,1,"1",0.175968125462532,1389,1389
200690,141,4,1,24719.697265625,1,141,0.0212765950709581,"4",0.139816895127296,40216,40216
200700,191,4,1,42888.296875,9,74,0.554054081439972,"5",0.244250655174255,36798,36798
200710,602,4,4,35682.59375,8,131.5,0.998120307922363,"1",0.189122542738914,2241,2244
200715,51,4,1,47361.109375,1,51,0.0588235296308994,"4",0.1633710116148,22480,22480
200720,418,4,1,22514.2109375,2,230,0.260869562625885,"4",0.115243896842003,39301,39301
200730,162,4,2,29502.958984375,4,69,0.24910432100296,"4",0.123824261128902,26208,26209
200760,399,4,1,39162.0234375,9,84,0.940476179122925,"1",0.185669034719467,9727,9727
200770,980,4,2,11554.41015625,4,470,0.0102206505835056,"4",0.121808961033821,40097,40098
200775,217,4,2,41109.7578125,7,72.5,0.974210500717163,"1",0.193013563752174,36053,36054
200780,686,4,1,24899.380859375,4,333,0.360360354185104,"2",0.293896675109863,702,702
200800,514,4,1,16410.7578125,4,432,0.00694444449618459,"4",0.128666952252388,33061,33061
200810,303,4,1,22098.900390625,3,167,0.0179640725255013,"4",0.136786639690399,17751,17751
200840,87,4,1,25811.765625,2,64,0.046875,"4",0.138282895088196,15314,15314
200862,1982,4,2,12473.44140625,11,872,0.480627954006195,"6",0.258053213357925,38132,38133
400001,5406,4,5,7042.93115234375,9,523.599975585938,0.0790816843509674,"4",0.11401429772377,7746,7750
400004,472,4,1,8112.5830078125,1,472,0.427966088056564,"6",0.264730125665665,21596,21596
400005,113,4,1,10496.0634765625,1,113,0.831858396530151,"3",0.193508371710777,26632,26632
400016,1223,4,1,8222.8818359375,5,438,0.687214612960815,"3",0.184951677918434,31041,31041
400018,219,4,1,7423.4873046875,1,219,0.359430611133575,"6",0.275741577148438,27415,27415
400020,180,4,1,7526.04150390625,1,180,0.235728144645691,"4",0.100573793053627,15830,15830
400021,673,4,1,10710.359375,4,354,0.844632744789124,"1",0.160844281315804,23505,23505
400022,107,4,1,13040.81640625,1,107,0.700934588909149,"3",0.184381917119026,9002,9002
400023,1072,4,1,15642.984375,3,478,0.88702929019928,"1",0.158765822649002,37878,37878
400028,99,4,1,7193.87744140625,1,99,0.367346942424774,"6",0.276097297668457,39930,39930
400031,644,4,1,6385.3818359375,1,644,0.0978260859847069,"4",0.113298691809177,31063,31063
400033,238,4,1,9430.9619140625,1,238,0.785714268684387,"3",0.186981678009033,38546,38546
400034,776,4,1,5453.0458984375,1,776,0.209112226963043,"4",0.0998770818114281,30333,30333
400036,341,4,1,7612.8046875,2,328,0.00934579409658909,"4",0.125231489539146,8054,8054
400037,267,4,2,7466.66650390625,2,133.5,0.586428701877594,"5",0.21195425093174,11340,11341
400040,57,4,1,9152.173828125,1,57,1,"1",0.163674011826515,20115,20115
400054,495,4,1,10985.80078125,1,495,0.127789050340652,"4",0.104059368371964,34294,34294
400055,65,4,1,8561.6435546875,1,65,0.953846156597137,"1",0.157731145620346,22150,22150
400065,3041,4,3,6377.55419921875,4,658,0.214381814002991,"4",0.0967978537082672,20289,20291
400068,302,4,2,7217.68701171875,2,151,0.368144154548645,"6",0.275432854890823,15980,15981
400069,149,4,1,6210.14501953125,1,149,0.16666667163372,"4",0.106286436319351,11856,11856
400071,250,4,1,8709.923828125,1,250,0.23260210454464,"4",0.0979608371853828,1838,1838
400072,470,4,2,6576.9228515625,2,235,0.196774184703827,"4",0.100669726729393,28148,28149
400075,401,4,1,6459.134765625,1,401,0.569711565971375,"5",0.208132207393646,30178,30178
400081,428,4,1,7654.9296875,1,428,0.689252316951752,"3",0.185263141989708,838,838
400089,149,4,1,8250,1,149,0.5,"6",0.255841851234436,30416,30416
400090,161,4,1,7496.9697265625,1,161,0.56521737575531,"5",0.208610981702805,1155,1155
400092,461,4,1,7274.9443359375,1,461,0.446854650974274,"6",0.262957990169525,33684,33684
400093,227,4,1,7179.82470703125,1,227,0.320175439119339,"4",0.112595111131668,36726,36726
400096,195,4,1,8242.267578125,1,195,0.235058277845383,"4",0.0994415357708931,30688,30688
400098,296,4,1,7979.591796875,1,296,0.231292515993118,"4",0.0982164964079857,25748,25748
400100,660,4,1,5560.70263671875,1,660,0.41818180680275,"6",0.271169453859329,34201,34201
400102,412,4,1,7010.3359375,1,412,0.837378621101379,"1",0.166180729866028,10815,10815
400109,266,4,1,9113.63671875,1,266,0.958646595478058,"1",0.155719712376595,30723,30723
400111,337,4,1,7252.0546875,1,337,0.228716894984245,"4",0.0983379408717155,17016,17016
400112,9613,4,9,3905.55737304688,10,1067.88891601563,0.318844765424728,"4",0.118880607187748,9925,9933
400113,54,4,1,5880.9521484375,1,54,0.542152523994446,"5",0.211400434374809,16502,16502
400115,235,4,1,8412.84375,1,235,0.233271971344948,"4",0.0985744521021843,15706,15706
400122,370,4,1,7695.97998046875,1,370,0.967567563056946,"1",0.157706156373024,31011,31011
400129,167,4,1,8750,1,167,0.477272719144821,"6",0.25778666138649,37384,37384
400130,424,4,2,5886.31103515625,2,212,0.584513783454895,"5",0.21284955739975,2095,2096
400131,761,4,4,6922.4443359375,4,190.25,0.624740064144135,"5",0.217532023787498,25415,25418
400134,804,4,1,6665.4228515625,1,804,0.207861810922623,"4",0.0988361239433289,21069,21069
400135,462,4,1,7081.818359375,1,462,0.277056276798248,"4",0.104201607406139,30835,30835
400141,107,4,1,7428.5712890625,1,107,0.308411210775375,"4",0.111809216439724,13404,13404
400150,228,4,1,8194.244140625,2,181,0.955801129341125,"1",0.157302632927895,18831,18831
400151,165,4,1,8430.302734375,1,165,0.981818199157715,"1",0.160887584090233,18490,18490
400157,785,4,1,9430.8173828125,2,757,0.289887636899948,"4",0.104791648685932,7580,7580
400164,56,4,1,9000,1,56,0.767857134342194,"3",0.186787724494934,12539,12539
400181,404,4,1,6772.30029296875,1,404,0.225724846124649,"4",0.0978327468037605,28498,28498
400182,338,4,2,5859.755859375,2,169,0.220943048596382,"4",0.100633695721626,32205,32206
400184,430,4,1,7211.296875,1,430,0.418604642152786,"6",0.266761839389801,15153,15153
400185,661,4,1,8846.896484375,1,659,0.889999985694885,"1",0.15886601805687,26663,26663
400187,213,4,1,7014.49267578125,1,213,0.234254434704781,"4",0.100665554404259,24711,24711
400190,558,4,2,7001.8759765625,2,279,0.881266355514526,"1",0.160951286554337,3790,3791
400191,1513,4,3,6906.08251953125,3,504.333343505859,0.798008859157562,"3",0.191459208726883,20867,20869
400202,632,4,1,6457.796875,3,214,0.350901633501053,"4",0.118008263409138,21199,21199
400205,311,4,1,7175.2578125,1,311,0.323024064302444,"4",0.112165957689285,18818,18818
400206,69,4,1,6109.5888671875,1,69,0.240685120224953,"4",0.104146935045719,4513,4513
400208,164,4,1,7166.66650390625,1,164,0.553333342075348,"5",0.207291916012764,32803,32803
400210,81,4,1,6596.15380859375,1,81,0.240149229764938,"4",0.103348068892956,29886,29886
400212,1288,4,1,8213.0615234375,5,557,0.497307002544403,"6",0.255551725625992,41536,41536
400213,117,4,1,17903.5078125,1,117,0.692307710647583,"3",0.191531136631966,42549,42549
400217,226,4,1,8553.435546875,1,226,0.233673885464668,"4",0.0985480844974518,4054,4054
400218,844,4,1,6916.1884765625,1,844,0.948921680450439,"1",0.160218507051468,25285,25285
400219,730,4,1,5310.69189453125,4,178,0.843902468681335,"1",0.169393733143806,26035,26035
400221,313,4,1,8503.4248046875,1,313,0.945686876773834,"1",0.154152408242226,30375,30375
400223,573,4,1,6816.091796875,1,573,0.338568925857544,"4",0.113137692213058,16832,16832
400229,191,4,1,11109.8037109375,1,191,0.104712039232254,"4",0.110555857419968,11541,11541
400230,554,4,1,8202.2841796875,1,554,0.929602861404419,"1",0.152961239218712,3947,3947
400232,499,4,1,5974.35888671875,1,499,0.221482381224632,"4",0.097262054681778,24688,24688
400235,318,4,1,7573.33349609375,1,318,0.786163508892059,"3",0.188542798161507,24533,24533
400237,324,4,1,7501.47509765625,1,324,0.546296298503876,"5",0.206097632646561,40229,40229
400239,1256,4,1,6157.181640625,1,1256,0.829617857933044,"3",0.204433798789978,13237,13237
400241,2670,4,1,6018.76806640625,2,1911,0.149659857153893,"4",0.119043916463852,39856,39856
400244,871,4,1,6995.07373046875,2,502,0.828685283660889,"3",0.195708066225052,7956,7956
400246,476,4,2,5926.2294921875,3,198,0.561840116977692,"5",0.209701359272003,8993,8994
400248,420,4,1,6500,2,332,0.466867476701736,"6",0.26040381193161,2258,2258
400255,622,4,1,7911.3017578125,1,622,0.278135061264038,"4",0.103640116751194,23520,23520
400258,95,4,1,8252.173828125,1,95,0.239524036645889,"4",0.101069331169128,13715,13715
400259,627,4,1,7558.82373046875,1,627,0.39872407913208,"6",0.27114599943161,5667,5667
400264,58,4,1,9490.56640625,1,58,0.716981112957001,"3",0.182002261281013,35482,35482
400268,878,4,1,7708.68359375,1,878,0.498861044645309,"6",0.259347975254059,36222,36222
400275,62,4,1,8355.5556640625,1,62,0.577777802944183,"5",0.210335001349449,32260,32260
400279,187,4,1,9265.517578125,1,187,0.411764711141586,"6",0.266306638717651,12163,12163
400281,507,4,1,6927.0634765625,1,507,0.600767731666565,"5",0.212411612272263,23692,23692
400282,1861,4,3,6961.7333984375,3,619.666687011719,0.801369786262512,"3",0.193026214838028,792,794
400284,298,4,1,9224.0439453125,1,298,0.936241626739502,"1",0.152061715722084,33054,33054
400290,761,4,1,8034.7001953125,1,761,0.968462526798248,"1",0.160794287919998,10716,10716
400295,7054,4,7,6871.6826171875,11,514.428588867188,0.73941296339035,"3",0.183232098817825,13723,13729
400310,524,4,1,5872.41357421875,1,524,0.438931286334991,"6",0.266456693410873,4917,4917
400317,282,4,1,6350.6943359375,1,282,0.231173068284988,"4",0.100355297327042,41572,41572
400318,252,4,1,10418.103515625,1,252,0.89682537317276,"1",0.154771953821182,3632,3632
400323,317,4,1,5405.48779296875,1,317,0.229610055685043,"4",0.100950859487057,21802,21802
400326,881,4,1,7160.142578125,1,881,0.718501687049866,"3",0.186236351728439,6811,6811
400327,1007,4,2,6080.763671875,3,161,0.367582440376282,"6",0.276819705963135,4060,4061
400328,65,4,1,7515.625,1,65,0.585714280605316,"5",0.212478041648865,22206,22206
400339,327,4,1,8676.1005859375,1,327,0.584097862243652,"5",0.208185702562332,7570,7570
400340,933,4,1,6633.47998046875,1,931,0.469387769699097,"6",0.265242516994476,24429,24429
400343,211,4,1,7798.3193359375,2,139,0.892086327075958,"1",0.1598229855299,23366,23366
400350,163,4,1,7156.9765625,1,163,0.742331266403198,"3",0.184349462389946,31256,31256
400356,274,4,1,8261.0439453125,1,274,0.905109465122223,"1",0.156037151813507,26845,26845
400359,285,4,1,5683.890625,1,285,0.231039091944695,"4",0.101131185889244,10331,10331
400361,2031,4,3,6684.18408203125,3,677,0.705029249191284,"3",0.186705678701401,18000,18002
400366,338,4,1,8251.5927734375,1,337,0.089171975851059,"4",0.112947143614292,25882,25882
400368,528,4,1,11596.6591796875,1,528,0.587121188640594,"5",0.207610219717026,12744,12744
400370,113,4,1,9517.2412109375,1,113,0.849557518959045,"1",0.164032101631165,33183,33183
400373,542,4,4,9466.6669921875,4,135.5,0.73703545331955,"3",0.181010529398918,33546,33549
400374,386,4,1,9164.6337890625,1,386,0.616580307483673,"5",0.211630314588547,6705,6705
400390,554,4,1,8161.5244140625,1,554,0.84837543964386,"1",0.164608255028725,1815,1815
400395,747,4,2,6196.453125,4,195.5,0.397251307964325,"6",0.272092431783676,28470,28471
400396,134,4,1,7327.58642578125,1,134,0.708955228328705,"3",0.185063675045967,14358,14358
400397,161,4,1,8941.4892578125,1,161,0.813664615154266,"3",0.1923518627882,8319,8319
400399,155,4,1,13444.4443359375,1,155,0.202312141656876,"4",0.0998625829815865,36735,36735
400401,248,4,1,9331.68359375,1,248,0.818548381328583,"3",0.191694915294647,29229,29229
400402,586,4,2,8878.3505859375,2,293,0.822681725025177,"3",0.192395389080048,7805,7806
400406,555,4,1,5944.60205078125,1,555,0.147747755050659,"4",0.105820581316948,32460,32460
400413,539,4,2,5391.75244140625,2,269.5,0.558134734630585,"5",0.209116876125336,37943,37944
400415,562,4,1,6552.7158203125,1,562,0.108540922403336,"4",0.1107392385602,22902,22902
400424,753,4,1,6296.3447265625,1,753,0.228419661521912,"4",0.0998489633202553,41131,41131
400425,657,4,1,8145.1103515625,1,657,0.549467265605927,"5",0.206001535058022,26828,26828
400427,2373,4,1,7534.49072265625,1,2373,0.447207897901535,"6",0.281746238470078,20498,20498
400429,450,4,1,7511.26123046875,1,450,0.61711710691452,"5",0.21345317363739,40240,40240
400432,5129,4,1,6934.10595703125,2,3977,0.17278678715229,"4",0.135310515761375,8188,8188
400438,874,4,1,8863.63671875,1,874,0.918764293193817,"1",0.156890600919724,32910,32910
400439,185,4,1,6567.5673828125,1,185,0.654054045677185,"3",0.193336069583893,17246,17246
400440,729,4,1,8977.7470703125,1,729,0.211211130023003,"4",0.0947448536753654,2524,2524
400444,294,4,1,9047.78125,1,294,0.697278916835785,"3",0.182999834418297,35225,35225
400445,487,4,1,10605.2626953125,1,487,0.858316242694855,"1",0.159492909908295,36103,36103
400480,163,4,1,9216.345703125,2,163,0.9570552110672,"1",0.156397432088852,35984,35984
400520,454,4,1,7671.32861328125,2,317,0.807570993900299,"3",0.191489771008492,2140,2140
400600,12551,4,8,8405.1640625,16,804.875,0.874298512935638,"1",0.163117468357086,35470,35477
400613,157,4,1,8642.3837890625,3,157,0.7578125,"3",0.184783175587654,42409,42409
400630,54,4,1,14633.802734375,1,54,0.721311450004578,"3",0.183973178267479,29081,29081
400632,371,4,1,7333.33349609375,1,371,0.606468975543976,"5",0.212602183222771,32846,32846
400637,272,4,1,6671.09619140625,1,272,0.774086356163025,"3",0.188394859433174,2535,2535
400638,766,4,3,6241.2490234375,4,255.33332824707,0.368997573852539,"6",0.275473654270172,32488,32490
400641,238,4,1,15443.349609375,2,238,0.96059113740921,"1",0.157650321722031,13515,13515
400649,970,4,2,6141.32763671875,2,485,0.652931928634644,"3",0.192895859479904,7150,7151
400680,13658,4,14,8293.94140625,23,493,0.50975239276886,"6",0.256321668624878,19871,19884
400745,1206,4,1,5465.76513671875,1,1204,0.332206249237061,"4",0.120222762227058,18832,18832
400746,3544,4,2,6188.4921875,2,1772,0.0267669185996056,"4",0.134997144341469,28923,28924
400748,152,4,1,8319.7275390625,1,152,0.532894730567932,"5",0.208723232150078,2422,2422
400751,117,4,1,8533.8984375,3,117,0.94017094373703,"1",0.155290797352791,19048,19048
400755,406,4,1,6928.716796875,2,406,0.0942928045988083,"4",0.11316105723381,6110,6110
