"leaid","enr_tot_d","region_d","nschools_elig","epp_d_imp","nschools","enr_tot_imp_avg_d","sme_pct_frp_avg_d","strat_d","distance_d_y","lottery_d_start","lottery_d_end"
900024,1083,1,1,12931.8828125,1,1083,0.703601121902466,"2",0.0631760060787201,3681,3681
900028,482,1,1,15230.4609375,1,482,0.780083000659943,"2",0.0652352422475815,5668,5668
900030,191,1,1,22431.111328125,1,191,0.172774866223335,"2",0.0638319402933121,31369,31369
900060,2305,1,2,16161.9658203125,4,639,0.637130916118622,"2",0.0452341623604298,35272,35273
900070,1874,1,1,20321.203125,2,564,0.494680851697922,"2",0.0238434597849846,1282,1282
900090,409,1,1,21293.103515625,1,409,0.381418079137802,"2",0.0304330717772245,33671,33671
900150,226,1,1,18533.333984375,1,204,0.205882355570793,"2",0.0541489869356155,8310,8310
900207,502,1,1,11543.82421875,1,502,0.725099623203278,"2",0.0621426738798618,33934,33934
900208,1093,1,1,12989.4638671875,1,1093,0.655992686748505,"2",0.0564037598669529,121,121
900210,2787,1,3,19160.875,5,399.333343505859,0.245183169841766,"2",0.0473536886274815,30726,30728
900212,1112,1,1,13665.103515625,1,1112,0.770683467388153,"2",0.0721425339579582,18392,18392
900214,756,1,1,16367.7685546875,1,756,0.710317432880402,"2",0.0566071607172489,18005,18005
900215,287,1,1,14557.0771484375,1,287,0.703832745552063,"2",0.0561999045312405,38328,38328
900217,360,1,1,12672.19921875,1,360,0.794444441795349,"2",0.0707452297210693,41985,41985
900221,634,1,1,11866.1416015625,1,634,0.690851747989655,"2",0.0581740401685238,26276,26276
900240,364,1,1,21303.37109375,1,364,0.175824180245399,"2",0.0602672696113586,12536,12536
900360,781,1,1,19503.685546875,2,520,0.24230769276619,"2",0.0486708022654057,27417,27417
900390,201,1,1,22975.9609375,1,201,0.358208954334259,"2",0.0379153341054916,14648,14648
900450,20396,1,28,15714.923828125,36,532.178588867188,0.752430737018585,"2",0.0611882843077183,18202,18229
900510,7836,1,8,16546.251953125,13,510.25,0.492676943540573,"2",0.0228321868926287,23632,23639
900630,63,1,1,32671.232421875,1,63,0.253968268632889,"2",0.0661864951252937,35063,35063
900700,8672,1,9,20296.244140625,16,478.444458007813,0.574294209480286,"2",0.0343285724520683,6114,6122
900720,154,1,1,26702.53125,1,154,0.5,"2",0.0340348668396473,21057,21057
900750,4270,1,3,18119.30078125,7,493.333343505859,0.11287359893322,"2",0.0657729059457779,18158,18160
900780,194,1,1,24873.787109375,1,194,0.268041223287582,"2",0.0532149225473404,41098,41098
900870,84,1,1,27551.28125,1,84,0.261904776096344,"2",0.0585069358348846,1379,1379
900900,433,1,1,22158.01953125,1,433,0.21478059887886,"2",0.0550681576132774,8693,8693
900910,839,1,1,20132.919921875,1,455,0.296703308820724,"2",0.0410272479057312,23621,23621
900930,91,1,1,49694.4453125,1,91,0.142857149243355,"2",0.102843157947063,8053,8053
901020,11507,1,10,14325.345703125,19,438.200012207031,0.705715179443359,"2",0.0552923306822777,13907,13916
901050,4740,1,5,21647.57421875,7,444.399993896484,0.020341157913208,"2",0.0822755396366119,2537,2541
901080,242,1,1,23024.734375,1,242,0.371900826692581,"2",0.0356088504195213,41034,41034
901110,1298,1,2,19758.146484375,5,282.5,0.721715092658997,"2",0.0558279119431973,19449,19450
901260,6812,1,8,19663.48828125,13,360,0.673253655433655,"2",0.0480111092329025,40327,40334
901290,2868,1,2,18701.783203125,8,285.5,0.704154372215271,"2",0.0519820526242256,5303,5304
901380,165,1,1,25118.880859375,1,165,0.321212112903595,"2",0.0462129600346088,20041,20041
901410,897,1,1,20860.38671875,2,565,0.0796460211277008,"2",0.0740378797054291,24743,24743
901440,2732,1,3,16115.7333984375,5,497,0.163437783718109,"2",0.0610653683543205,12724,12726
901500,332,1,1,23782.609375,1,332,0.231927707791328,"2",0.0556409135460854,15155,15155
901530,9805,1,11,19243.919921875,16,385.272735595703,0.145597591996193,"2",0.0618238560855389,9254,9264
901590,154,1,1,20185.185546875,1,154,0.18831168115139,"2",0.0592040978372097,6451,6451
901620,5876,1,5,19044.19921875,9,470,0.136460244655609,"2",0.0627222657203674,15362,15366
901710,9074,1,11,24051.3671875,15,384.090911865234,0.216003358364105,"2",0.0577263832092285,9772,9782
901770,4298,1,6,19564.755859375,9,374.333343505859,0.512530446052551,"2",0.0247848462313414,15400,15405
901860,5336,1,8,23342.419921875,10,334.125,0.505022168159485,"2",0.0287895724177361,10276,10283
901890,93,1,1,26104.76171875,1,93,0.344086021184921,"2",0.0448866710066795,29036,29036
901920,19051,1,24,19705.10546875,46,488.958343505859,0.787132740020752,"2",0.0641079694032669,6005,6028
901950,160,1,1,22730.158203125,1,160,0.193749994039536,"2",0.061516173183918,6406,6406
902040,213,1,1,27548.935546875,1,213,0.281690150499344,"2",0.0543848611414433,30377,30377
902160,2417,1,2,17366.86328125,6,343,0.33746400475502,"2",0.0349691994488239,10693,10694
902190,401,1,1,20012.72265625,1,401,0.344139665365219,"2",0.0342544056475163,36823,36823
902370,449,1,1,15977.5703125,1,449,0.175946548581123,"2",0.0589683651924133,34682,34682
902400,7921,1,8,17172.794921875,12,486.5,0.765094220638275,"2",0.0607356727123261,11523,11530
902490,4578,1,8,20129.7578125,11,280,0.425522208213806,"2",0.0239856671541929,4279,4286
902520,5599,1,8,21670.29296875,13,314.375,0.212210297584534,"2",0.0560205616056919,38697,38704
902550,3105,1,3,19861.90625,5,445.666656494141,0.131943181157112,"2",0.0641355365514755,24432,24434
902580,2059,1,3,19444.091796875,5,302.333343505859,0.446260333061218,"2",0.0199508462101221,21738,21740
902670,10118,1,10,17015.5,14,540.099975585938,0.716350674629211,"2",0.0545040592551231,19780,19789
902790,21075,1,27,18729.8359375,40,501.814819335938,0.712115287780762,"2",0.0523132458329201,32986,33012
902820,3512,1,4,20081.173828125,8,450.75,0.81001603603363,"2",0.0674594715237617,2434,2437
902940,95,1,1,28911.765625,1,95,0.32631579041481,"2",0.050878569483757,10068,10068
903000,255,1,1,23503.59765625,1,255,0.47843137383461,"2",0.0259832255542278,1528,1528
903030,3141,1,4,18073.68359375,6,342,0.179317981004715,"2",0.0566968992352486,23542,23545
903060,724,1,1,19901.369140625,2,369,0.0948509499430656,"2",0.0700499564409256,30421,30421
903090,11421,1,12,19511.91796875,20,426.916656494141,0.594739735126495,"2",0.0359367206692696,2147,2158
903120,3510,1,7,19291.232421875,10,308.857147216797,0.711249828338623,"2",0.0534910038113594,39866,39872
903300,2337,1,3,18351.51171875,5,369,0.359010577201843,"2",0.0304121877998114,1091,1093
903330,1419,1,2,17767.00390625,5,325.5,0.464949250221252,"2",0.0177159830927849,33578,33579
903360,379,1,1,21402.666015625,1,379,0.250659644603729,"2",0.0495490431785584,27305,27305
903420,440,1,1,22691.765625,2,295,0.298305094242096,"2",0.0451794117689133,4409,4409
903450,2509,1,2,20459.74609375,7,492,0.649933695793152,"2",0.0454723685979843,4486,4487
903480,1201,1,1,19220.23828125,3,643,0.667185068130493,"2",0.0479162521660328,30669,30669
903515,909,1,3,21022.6328125,4,133.33332824707,0.171490490436554,"2",0.0628504604101181,23107,23109
903530,683,1,3,32134.37109375,4,88,0.167051360011101,"2",0.0776883736252785,8314,8316
903536,1647,1,2,20154.064453125,4,310,0.20755597949028,"2",0.0548531487584114,28723,28724
903537,3602,1,4,19796.166015625,7,378.75,0.127091437578201,"2",0.0652162954211235,217,220
903538,2124,1,2,17876.875,4,450.5,0.224355041980743,"2",0.049717728048563,39755,39756
903540,1257,1,2,24346.359375,5,228,0.207569718360901,"2",0.0608603693544865,33939,33940
903810,4838,1,6,20628.294921875,9,331,0.0544986613094807,"2",0.0770948454737663,11305,11310
903840,2740,1,2,18004.97265625,4,685,0.195112854242325,"2",0.0560865662992001,10910,10911
903900,412,1,1,19965.173828125,1,412,0.174757286906242,"2",0.0582828223705292,1941,1941
903930,287,1,1,27828.572265625,1,287,0.26829269528389,"2",0.0559032596647739,5024,5024
903960,105,1,1,24250,1,105,0.247619047760963,"2",0.0562523677945137,36793,36793
903990,2164,1,2,17539.3203125,4,490,0.387652039527893,"2",0.027203094214201,13028,13029
904020,115,1,1,37333.33203125,1,115,0.400000005960464,"2",0.0505725368857384,4009,4009
904080,279,1,1,24479.232421875,1,279,0.0430107526481152,"2",0.0840221419930458,19671,19671
904110,4059,1,5,19103.814453125,7,404.799987792969,0.161636739969254,"2",0.0591635033488274,35300,35304
904140,1374,1,1,17515.109375,3,576,0.0850694477558136,"2",0.071320928633213,10779,10779
904170,4340,1,4,19934.119140625,6,496.5,0.157319307327271,"2",0.061109121888876,34373,34376
904230,6350,1,8,16277.8037109375,13,332.25,0.232581824064255,"2",0.0514076724648476,33752,33759
904260,313,1,1,16931.546875,1,313,0.555910527706146,"2",0.0318694896996021,35900,35900
904320,15942,1,12,20529.18359375,21,616.25,0.581449747085571,"2",0.037019956856966,23918,23929
904350,361,1,1,15603.7734375,1,361,0.415512472391129,"2",0.0258206594735384,32933,32933
904440,6762,1,7,18745.734375,14,397.285705566406,0.524572432041168,"2",0.0252616852521896,161,167
904620,6722,1,6,18266.876953125,9,465,0.163514405488968,"2",0.0580719709396362,19696,19701
904650,52,1,1,25794.1171875,1,52,0.115384615957737,"2",0.0775847658514977,38507,38507
904680,3114,1,5,19165.2578125,7,304.200012207031,0.517096996307373,"2",0.025645675137639,41620,41624
904710,264,1,1,21516.12890625,1,264,0.314393937587738,"2",0.04173693805933,30457,30457
904830,18751,1,20,17192.150390625,29,467.299987792969,0.697080910205841,"2",0.0508031360805035,11152,11171
904860,2497,1,3,20731.900390625,5,341,0.328150570392609,"2",0.038029707968235,20874,20876
904920,9593,1,11,18502.111328125,16,384,0.257194370031357,"2",0.0449763126671314,4171,4181
905040,5509,1,5,23489.107421875,8,450.600006103516,0.0356754921376705,"2",0.0824257284402847,39122,39126
905070,3587,1,5,18320.056640625,7,378.799987792969,0.287216126918793,"2",0.0406092554330826,23522,23526
905190,3344,1,5,20231.953125,8,362.600006103516,0.732841908931732,"2",0.0572010688483715,34289,34293
905280,2232,1,3,17365.671875,5,309.333343505859,0.288411885499954,"2",0.042315486818552,18750,18752
905310,843,1,1,19810.078125,1,843,0.125741392374039,"2",0.0689389854669571,18247,18247
1000006,422,3,1,15652.466796875,1,422,0.993228018283844,"1",0.152894601225853,2255,2255
1000007,408,3,1,9849.87890625,1,408,0.460431665182114,"5",0.0995664969086647,5851,5851
1000010,730,3,1,10991.880859375,1,730,0.996042191982269,"1",0.152427941560745,38792,38792
1000014,661,3,1,12925.2783203125,1,661,0.715847015380859,"3",0.117276258766651,19793,19793
1000015,2386,3,1,10762.2734375,1,2386,0.079439252614975,"4",0.23357792198658,11331,11331
1000017,272,3,1,12975.708984375,1,272,0.989436626434326,"1",0.150040492415428,22151,22151
1000018,690,3,1,10681.4287109375,1,690,0.194202899932861,"4",0.20008772611618,19049,19049
1000019,1314,3,1,9459.87890625,1,1314,0.0592300109565258,"4",0.226291835308075,36739,36739
1000024,763,3,1,13498.0234375,1,763,0.510101020336151,"5",0.0984352082014084,35978,35978
1000026,1803,3,1,12753.4853515625,1,1803,0.173987939953804,"4",0.216692700982094,12173,12173
1000050,785,3,1,12895.865234375,1,785,0.302170276641846,"4",0.213431552052498,20108,20108
1000053,603,3,1,13918.072265625,1,603,0.731249988079071,"3",0.116690307855606,38496,38496
1000054,560,3,1,13654.228515625,1,560,0.0885245874524117,"4",0.217560410499573,27732,27732
1000170,5643,3,5,14179.984375,9,506.600006103516,0.376898795366287,"4",0.223304897546768,39783,39787
1000180,8018,3,1,14821.5869140625,15,392,0.0532212890684605,"4",0.225060164928436,30005,30005
1000200,13843,3,18,19813.84765625,30,413.833343505859,0.506531774997711,"5",0.103644445538521,28511,28528
1000230,9889,3,8,15033.7099609375,15,593.125,0.538459777832031,"5",0.0945819020271301,20023,20030
1000680,10697,3,7,14684.6611328125,17,644.571411132813,0.432581663131714,"5",0.109790973365307,20267,20273
1001240,10470,3,9,16613.912109375,17,529.111083984375,0.402210742235184,"5",0.115359887480736,6651,6659
1001300,15414,3,13,16177.474609375,28,532.769226074219,0.504519701004028,"5",0.100240938365459,18456,18468
1100008,4011,3,2,19280.52734375,13,296,0.475694447755814,"5",0.108570650219917,42327,42328
1100009,485,3,1,21745.71484375,2,350,0.522857129573822,"5",0.104342378675938,24040,24040
1100011,375,3,1,23183.279296875,1,367,0.693498432636261,"3",0.130702450871468,1573,1573
1100012,251,3,1,22690,1,250,0.989864885807037,"1",0.162342414259911,22478,22478
1100015,645,3,1,17593.974609375,1,642,0.776243090629578,"3",0.128057211637497,8605,8605
1100020,109,3,1,20279.66015625,1,109,0.971698105335236,"1",0.158177599310875,23301,23301
1100030,49065,3,76,21974,117,401.276306152344,0.798904478549957,"3",0.134302064776421,9318,9393
1100032,476,3,1,20403.755859375,1,476,0.232620313763618,"4",0.210701510310173,31281,31281
1100042,447,3,1,22296.1171875,1,444,0.818858563899994,"3",0.137979358434677,41999,41999
1100044,415,3,1,20133.6640625,1,413,0.969047605991364,"1",0.154895022511482,10642,10642
1100045,875,3,1,19709.8046875,2,528,0.461977183818817,"5",0.110641494393349,29619,29619
1100051,748,3,2,20181.509765625,2,370.5,0.804077386856079,"3",0.132931098341942,38595,38596
1100053,433,3,1,18137.66796875,1,432,0.875802993774414,"1",0.154659017920494,14715,14715
1100055,417,3,1,32149.390625,1,412,0.609609603881836,"5",0.120462089776993,32787,32787
1100073,1464,3,6,19611.45703125,6,242.83332824707,0.839962422847748,"1",0.162794500589371,24132,24137
1100077,569,3,1,16463.287109375,1,569,0.108892925083637,"4",0.218216717243195,3092,3092
1100080,472,3,1,18139.087890625,1,470,0.190217390656471,"4",0.208812683820724,9922,9922
1100081,285,3,1,21748.767578125,1,285,0.425000011920929,"5",0.118977099657059,16250,16250
1100084,504,3,1,25693.876953125,1,496,0.219409286975861,"4",0.215159699320793,22110,22110
1100085,544,3,1,21303.748046875,1,543,0.991031408309937,"1",0.160786107182503,1768,1768
1100086,595,3,1,19980.4609375,1,594,0.306691437959671,"4",0.220929801464081,16942,16942
1100088,229,3,1,23033.70703125,1,229,0.529850721359253,"5",0.106149554252625,22913,22913
1100090,560,3,1,24167.552734375,1,560,0.989583313465118,"1",0.164293214678764,11195,11195
1100093,212,3,1,22386.20703125,1,210,0.298076927661896,"4",0.22517104446888,20306,20306
1100095,769,3,1,12847.8916015625,1,759,0.9952152967453,"1",0.153085187077522,22325,22325
1100096,112,3,1,22536.08203125,1,112,0.866666674613953,"1",0.163909539580345,27075,27075
1100101,383,3,1,27190.05859375,1,376,0.941717803478241,"1",0.15976993739605,20477,20477
1200002,5241,3,1,9719.330078125,6,1085,0.427649766206741,"5",0.110695168375969,20813,20813
1200030,29845,3,26,9070.94140625,66,496.423065185547,0.509352505207062,"5",0.0939276143908501,17367,17392
1200090,28129,3,26,8448.7578125,53,587,0.586829721927643,"5",0.0942893251776695,15842,15867
1200120,3162,3,5,9070.0771484375,13,330,0.632237493991852,"5",0.0994953513145447,19830,19834
1200150,73734,3,67,8454.904296875,118,595.014953613281,0.532269597053528,"5",0.0924039930105209,4594,4660
1200180,270978,3,195,9055.3017578125,335,681.09228515625,0.661246776580811,"3",0.125380873680115,6944,7138
1200210,2180,3,3,9449.3818359375,9,482,0.548241317272186,"5",0.0877592638134956,22914,22916
1200240,16008,3,11,9372.6689453125,26,625.090881347656,0.507020592689514,"5",0.0951767489314079,22511,22521
1200270,15470,3,11,9158.4951171875,27,650.909118652344,0.712950110435486,"3",0.117564529180527,33163,33173
1200300,38284,3,31,8050.498046875,53,651.419372558594,0.409279823303223,"5",0.111039586365223,26329,26359
1200330,47436,3,35,10280.98046875,71,637.742858886719,0.674183428287506,"3",0.121581748127937,22981,23015
1200360,10149,3,10,8621.59765625,21,541.599975585938,0.602164268493652,"5",0.095811165869236,26104,26113
1200390,350434,3,285,9240.19921875,546,639.529846191406,0.717424631118774,"3",0.116710186004639,27821,28105
1200420,4924,3,3,9094.0556640625,12,827.666687011719,0.710477232933044,"3",0.119768790900707,36832,36834
1200450,2228,3,2,9184.443359375,10,569,0.713139891624451,"3",0.116684511303902,15496,15497
1200480,130229,3,117,9048.208984375,206,571.324768066406,0.575768828392029,"5",0.0918103754520416,41738,41854
1200510,39973,3,36,8896.44921875,73,536.361083984375,0.579274415969849,"5",0.0921485871076584,18773,18808
1200540,12980,3,6,8488.90234375,15,1125.5,0.579619884490967,"5",0.0986059010028839,28801,28806
1200570,1315,3,2,11408.7421875,4,609,0.720837116241455,"3",0.114165768027306,35432,35433
1200600,5237,3,5,10674.7333984375,19,425.200012207031,0.761648058891296,"3",0.116122096776962,11858,11862
1200630,2752,3,2,10858.9599609375,8,715.5,0.548660755157471,"5",0.0891851559281349,32258,32259
1200660,1756,3,3,9769.6865234375,10,382,0.373380899429321,"4",0.220007792115211,9720,9722
1200690,1956,3,2,10335.7138671875,6,544,0.652167081832886,"3",0.123719826340675,38239,38240
1200720,1610,3,1,10976.3037109375,7,945,0.762962937355042,"3",0.121145613491535,34617,34617
1200750,5080,3,5,9035.5517578125,11,489.799987792969,0.673560798168182,"3",0.121729254722595,21167,21171
1200780,7266,3,6,9054.609375,17,568,0.729486107826233,"3",0.114963218569756,10789,10794
1200810,22807,3,13,8234.6923828125,34,941.076904296875,0.58411431312561,"5",0.0977144464850426,22265,22277
1200840,12333,3,9,9034.501953125,24,618.555541992188,0.857795298099518,"1",0.154492765665054,21132,21140
1200870,220252,3,178,8934.1884765625,313,647.146057128906,0.657179355621338,"3",0.125771626830101,31502,31679
1200900,3276,3,4,9353.9716796875,10,607.25,0.524751782417297,"5",0.0924880802631378,23976,23979
1200930,17860,3,16,9166.4521484375,29,518.0625,0.6704021692276,"3",0.12230172753334,855,870
1200960,6471,3,3,9274.7109375,22,397.333343505859,0.539532244205475,"5",0.0890850052237511,81,83
1200990,769,3,1,12217.9833984375,9,417,0.436450839042664,"5",0.104225285351276,32173,32173
1201020,1228,3,1,9046.5302734375,6,601,0.808652222156525,"3",0.126613348722458,33256,33256
1201050,43941,3,28,8629.615234375,61,774.714294433594,0.546165883541107,"5",0.0920033603906631,42657,42684
1201080,94410,3,57,9106.380859375,122,795.614013671875,0.534937918186188,"5",0.0932268500328064,11609,11665
1201110,33974,3,28,8807.43359375,58,612.428588867188,0.46021381020546,"5",0.1024359613657,37676,37703
1201140,5508,3,5,9247.1376953125,16,392.200012207031,0.682535290718079,"3",0.119207337498665,42632,42636
1201170,1318,3,2,10523.8095703125,9,427,0.00720857596024871,"4",0.225964695215225,1729,1730
1201200,2617,3,5,9568.322265625,14,368.600006103516,0.564733028411865,"5",0.0888485312461853,33022,33026
1201230,49301,3,40,8787.7216796875,83,608.825012207031,0.571882247924805,"5",0.0919532552361488,25663,25702
1201260,42913,3,32,9114.705078125,67,617.53125,0.618354618549347,"5",0.0982748046517372,18355,18386
1201290,18624,3,11,8898.6123046875,35,645.818176269531,0.447120904922485,"5",0.104528144001961,25506,25516
1201320,8578,3,12,12630.8486328125,24,491.166656494141,0.473069757223129,"5",0.0999283641576767,8802,8813
1201350,12118,3,4,8583.4921875,22,568,0.507849633693695,"5",0.0954627320170403,9844,9847
1201380,31855,3,22,9127.90625,52,686.363647460938,0.504020214080811,"5",0.0965222492814064,6192,6213
1201410,6481,3,5,9410.224609375,16,589.599975585938,0.625139951705933,"5",0.0985985696315765,1287,1291
1201440,208203,3,152,9272.34765625,270,667.440795898438,0.563136279582977,"5",0.0906915366649628,3102,3253
1201470,68554,3,45,8339.3251953125,86,802.222229003906,0.485323280096054,"5",0.101330012083054,38804,38848
1201500,192533,3,130,9781.7626953125,238,705.761535644531,0.657024145126343,"3",0.125332400202751,17116,17245
1201530,75048,3,56,8622.1845703125,105,636.196411132813,0.602297186851501,"5",0.0967773646116257,42192,42247
1201560,100948,3,90,9339.9931640625,158,545.5,0.539399147033691,"5",0.0897941067814827,35325,35414
1201590,101408,3,80,9122.9970703125,168,644.9375,0.551291406154633,"5",0.0893601700663567,31080,31159
1201620,10990,3,10,9289.916015625,26,547.099975585938,0.729798495769501,"3",0.114507250487804,35871,35880
1201650,28475,3,11,8117.751953125,41,694.818176269531,0.538758218288422,"5",0.0928943455219269,20702,20712
1201680,43111,3,30,10800.724609375,62,682.266662597656,0.522735238075256,"5",0.092483714222908,32682,32711
1201710,68269,3,41,8187.24951171875,77,757.756103515625,0.503829777240753,"5",0.0984288156032562,31960,32000
1201740,41897,3,25,8330.7392578125,51,837.039978027344,0.22478075325489,"4",0.202223733067513,10922,10946
1201770,41409,3,28,8782.259765625,52,819.642883300781,0.644852042198181,"3",0.129449233412743,21010,21037
1201800,8836,3,5,9367.736328125,13,1208.80004882813,0.552987933158875,"5",0.0945486202836037,12024,12028
1201830,5959,3,2,9185.2705078125,13,364.5,0.335288017988205,"4",0.215464472770691,20488,20489
1201860,2782,3,1,10053.0625,11,77,0.675324678421021,"3",0.122380293905735,4053,4053
1201920,63223,3,51,8365.1708984375,92,588.313720703125,0.68029773235321,"3",0.122583538293839,39524,39574
1201950,5057,3,5,8226.728515625,14,443.600006103516,0.47003573179245,"5",0.100059576332569,16491,16495
1201980,9824,3,4,9176.7333984375,20,619.25,0.748163521289825,"3",0.117993876338005,37501,37504
1202010,3447,3,2,10428.880859375,11,788,0.715098857879639,"3",0.117059379816055,37576,37577
1202012,2558,3,2,9652.6728515625,2,1279,0.400156915187836,"5",0.116649240255356,37913,37914
1202013,2442,3,2,9560.640625,3,1221,0.301618486642838,"4",0.215526297688484,23887,23888
1202014,629,3,1,9323.234375,2,629,0.00476947519928217,"4",0.227376714348793,4092,4092
1202015,1156,3,1,9666.1181640625,2,1156,0.374567478895187,"4",0.225165709853172,20814,20814
1300001,12115,3,11,9684.0234375,19,546.181823730469,0.726201415061951,"3",0.113971747457981,21842,21852
1300023,351,3,1,10372.3955078125,1,351,0.370370358228683,"4",0.21922005712986,12530,12530
1300060,3585,3,2,10327.705078125,6,298,0.901507616043091,"1",0.145417466759682,20093,20094
1300090,1693,3,2,10075.4609375,4,420.5,0.864221453666687,"1",0.15030200779438,16204,16205
1300120,52377,3,53,16293.431640625,90,531.641479492188,0.796485066413879,"3",0.128233760595322,33265,33317
1300180,281,3,1,17355.482421875,2,281,0.943060517311096,"1",0.148744598031044,6227,6227
1300218,594,3,1,9088.2880859375,1,594,0.65488213300705,"3",0.125376552343369,26678,26678
1300221,759,3,1,9756.064453125,1,759,0.934123873710632,"1",0.145402252674103,27133,27133
1300222,780,3,1,7624.46044921875,1,780,0.210256412625313,"4",0.201636612415314,137,137
1300226,509,3,1,9479.6162109375,1,509,0.495088398456573,"5",0.0955856889486313,29103,29103
1300230,825,3,1,9194.376953125,1,825,0.22424241900444,"4",0.200957521796227,7363,7363
1300232,11173,3,1,5768.55908203125,1,11173,0.447865396738052,"5",0.213786095380783,23227,23227
1300234,733,3,1,6996.376953125,1,733,0.0259208735078573,"4",0.228276461362839,39356,39356
1300236,513,3,1,7562.7705078125,1,513,0.4191033244133,"5",0.108852654695511,37778,37778
1300237,771,3,1,9641.255859375,1,771,0.906614780426025,"1",0.148295387625694,28808,28808
1300238,718,3,1,6231.49609375,1,718,0.00417827302590013,"4",0.232178688049316,644,644
1300239,430,3,1,9700.2138671875,1,430,1,"1",0.151585385203362,17030,17030
1300241,416,3,1,6064.748046875,1,416,0.168269231915474,"4",0.20813162624836,23317,23317
1300242,496,3,1,8002.638671875,1,496,0.171370968222618,"4",0.204488947987556,35416,35416
1300243,353,3,1,9551.724609375,1,353,0.679886698722839,"3",0.119583174586296,24110,24110
1300244,276,3,1,10414.791015625,1,276,0.525362312793732,"5",0.0909144282341003,24577,24577
1300245,520,3,1,9939.6533203125,1,520,0.040384616702795,"4",0.220563948154449,11900,11900
1300248,279,3,1,10374.6279296875,1,279,0.483870953321457,"5",0.0968613997101784,10328,10328
1300249,497,3,1,10560.1787109375,1,497,0.682092547416687,"3",0.11869603395462,1152,1152
1300250,140,3,1,9931.685546875,1,140,0.0214285720139742,"4",0.227089732885361,28107,28107
1300290,14057,3,9,9726.7099609375,16,747.444458007813,0.661671757698059,"3",0.12515427172184,10003,10011
1300330,13432,3,12,9693.2744140625,19,526.583312988281,0.596883952617645,"5",0.0935802757740021,25704,25715
1300420,23877,3,23,9958.2705078125,37,574.95654296875,0.989258646965027,"1",0.151184171438217,16992,17014
1300480,3455,3,1,10043.7646484375,7,559,0.881932020187378,"1",0.149199023842812,34275,34275
1300540,2168,3,2,10944.10546875,6,498,0.985299944877625,"1",0.148627623915672,8451,8452
1300570,9634,3,1,8115.087890625,10,1297,0.0616808012127876,"4",0.227435395121574,12197,12197
1300630,10646,3,9,9575.234375,15,590.777770996094,0.626839339733124,"5",0.0986489653587341,3277,3285
1300660,4158,3,1,13273.40625,5,250,1,"1",0.152138367295265,25344,25344
1300690,3481,3,3,9817.654296875,5,555.333312988281,0.885934293270111,"1",0.148870319128037,6002,6004
1300720,4102,3,1,8545.2099609375,4,1924,0.614345133304596,"5",0.11149862408638,10819,10819
1300750,545,3,1,12336.9736328125,3,227,1,"1",0.151210114359856,29463,29463
1300780,9350,3,9,9179.5849609375,12,531.111083984375,0.512166738510132,"5",0.0937387496232986,29849,29857
1300810,2251,3,1,9141.814453125,3,1138,0.899824261665344,"1",0.153561115264893,6820,6820
1300840,15081,3,12,9511.8759765625,25,608.583312988281,0.60787707567215,"5",0.0961968898773193,392,403
1300930,10753,3,6,10927.4091796875,16,483.5,0.546959936618805,"5",0.0871879905462265,9795,9800
1300990,1721,3,1,10232.08984375,4,176,0.744318187236786,"3",0.11601147800684,19050,19050
1301020,37576,3,33,10831.7607421875,57,633.818176269531,0.688397645950317,"3",0.118830285966396,20569,20601
1301050,918,3,1,11610.3896484375,3,302,0.973509907722473,"1",0.146056354045868,2506,2506
1301080,2713,3,3,9998.5908203125,6,518.666687011719,0.773498237133026,"3",0.119588240981102,22171,22173
1301110,42413,3,23,9485.1611328125,37,812.695678710938,0.323928505182266,"4",0.214715287089348,30776,30798
1301140,1315,3,1,9183.845703125,3,530,0.22641509771347,"4",0.198324784636498,41951,41951
1301170,13512,3,14,12793.0390625,21,524.571411132813,0.92035573720932,"1",0.142608627676964,9640,9653
1301200,202,3,1,18158.58984375,2,140,1,"1",0.159285500645638,36824,36824
1301230,54840,3,34,9808.169921875,65,700.11767578125,0.929305672645569,"1",0.144136995077133,24189,24222
1301290,111854,3,62,9950.8623046875,111,746.403198242188,0.449168652296066,"5",0.103941522538662,40258,40319
1301350,7724,3,8,10144.9892578125,12,517,0.895192861557007,"1",0.146758496761322,28936,28943
1301380,9578,3,10,10025.9873046875,14,495.299987792969,0.950559318065643,"1",0.144773676991463,18420,18429
1301410,27703,3,18,8861.373046875,31,708.555541992188,0.346012592315674,"4",0.217598438262939,8106,8123
1301500,22790,3,19,9541.6318359375,28,540.947387695313,0.465533584356308,"5",0.100051209330559,4805,4823
1301530,1731,3,1,9989.189453125,3,842,0.916864633560181,"1",0.147112086415291,6523,6523
1301590,2178,3,2,9856.1640625,4,539,0.583721876144409,"5",0.0916228517889977,1199,1200
1301620,7921,3,6,9655.1298828125,9,622.333312988281,0.79105269908905,"3",0.123559840023518,1006,1011
1301650,3590,3,4,12355.54296875,7,420.5,0.464789420366287,"5",0.100312061607838,6123,6126
1301740,99166,3,81,10602.474609375,132,621.654296875,0.758702635765076,"3",0.117759369313717,28185,28265
1301770,3083,3,2,10049.591796875,5,752.5,0.866447448730469,"1",0.153342932462692,9064,9065
1301800,1233,3,1,12012.0751953125,4,631,0.83201265335083,"1",0.15532922744751,9412,9412
1301830,14133,3,14,10733.640625,21,528,1,"1",0.15128867328167,16297,16310
